Escherichia/Shigella coli
Bacteroides vulgatus
Bacteroides vulgatus
Bacteroides vulgatus
Bacteroides vulgatus
Escherichia/Shigella coli
Alistipes inops
Bacteroides vulgatus
Bacteroides dorei
Bacteroides dorei
Bacteroides dorei
Faecalibacterium prausnitzii
Bacteroides vulgatus
Escherichia/Shigella coli
Dialister invisus
Bacteroides fragilis
Parabacteroides merdae
Alistipes finegoldii
Bacteroides fragilis
Alistipes onderdonkii
Bacteroides fragilis
Bacteroides dorei
Dialister invisus
Alistipes massiliensis
Bacteroides fragilis
Alistipes finegoldii
Bacteroides massiliensis
Bacteroides uniformis
Phascolarctobacterium faecium
Ruminococcus bicirculans
Bacteroides ovatus
Dialister invisus
Erysipelotrichaceae_UCG-003 bacterium
Turicibacter sanguinis
Bacteroides vulgatus
Alistipes finegoldii
Parabacteroides merdae
Bacteroides fragilis
Phascolarctobacterium faecium
Alistipes shahii
Bacteroides uniformis
Bacteroides massiliensis
Bacteroides uniformis
Flavonifractor plautii
Negativibacillus massiliensis
Alistipes finegoldii
Bacteroides ovatus
Acidaminococcus intestini
Alistipes shahii
Lactobacillus sanfranciscensis
