Faecalibacterium prausnitzii
Faecalibacterium prausnitzii
Blautia massiliensis
Bifidobacterium longum
Megamonas funiformis
Fusicatenibacter saccharivorans
Dorea longicatena
Bacteroides uniformis
Bacteroides plebeius
Collinsella aerofaciens
Bacteroides vulgatus
Prevotella copri
Faecalibacterium prausnitzii
Erysipelotrichaceae_UCG-003 bacterium
Bacteroides coprocola
Ruminococcus bromii
Roseburia inulinivorans
Bacteroides vulgatus
Anaerostipes hadrus
Bacteroides fragilis
Phascolarctobacterium faecium
Megamonas funiformis
Roseburia intestinalis
Blautia obeum
Dialister invisus
Alistipes putredinis
Bacteroides coprocola
Bacteroides vulgatus
Coprococcus comes
Blautia faecis
Dorea formicigenerans
Parabacteroides merdae
Intestinibacter bartlettii
Ruminococcus bromii
Bacteroides plebeius
Turicibacter sanguinis
Bacteroides caccae
Lachnoclostridium edouardi
Bacteroides stercoris
Bacteroides uniformis
Bacteroides eggerthii
Bacteroides thetaiotaomicron
Collinsella aerofaciens
Coprococcus eutactus
Holdemanella biformis
Dialister succinatiphilus
Lachnospira pectinoschiza
Roseburia hominis
Lactobacillus ruminis
Bacteroides uniformis
Bacteroides eggerthii
Parasutterella excrementihominis
Adlercreutzia equolifaciens
Veillonella dispar
Akkermansia muciniphila
Coprococcus catus
Bacteroides coprophilus
Erysipelatoclostridium ramosum
Anaerostipes hadrus
Bacteroides massiliensis
Bifidobacterium bifidum
Ruminococcus bicirculans
Lachnospiraceae_NK4A136_group bacterium
Klebsiella pneumoniae
Blautia stercoris
Bifidobacterium longum
Bacteroides massiliensis
Ruminococcus callidus
Bacteroides fragilis
Lactobacillus ruminis
Bacteroides ovatus
Turicibacter sanguinis
Parabacteroides distasonis
Faecalibacterium prausnitzii
Bilophila wadsworthia
Odoribacter splanchnicus
Haemophilus parainfluenzae
Prevotella copri
Flavonifractor plautii
Bacteroides caccae
Psychrobacter fulvigenes
Faecalibacterium prausnitzii
Fusobacterium mortiferum
Bacteroides fragilis
Parabacteroides distasonis
Bacteroides massiliensis
Prevotella copri
Blautia glucerasea
Veillonella parvula
Anaerostipes hadrus
Veillonella tobetsuensis
Romboutsia sedimentorum
Odoribacter splanchnicus
Prevotella stercorea
Bacteroides vulgatus
Bacteroides clarus
Enterococcus avium
Alistipes shahii
Bacteroides finegoldii
Parabacteroides distasonis
Phascolarctobacterium succinatutens
Bacteroides thetaiotaomicron
Bacteroides vulgatus
Bacteroides finegoldii
Alistipes obesi
Coprococcus eutactus
Prevotella melaninogenica
Escherichia/Shigella coli
Bacteroides ovatus
Phascolarctobacterium succinatutens
Bacteroides fragilis
Enterococcus cecorum
Eggerthella lenta
Butyricimonas virosa
Escherichia/Shigella coli
Eisenbergiella tayi
Bacteroides stercoris
Haemophilus parainfluenzae
Anaerostipes caccae
Bacteroides uniformis
