Intestinibacter bartlettii
Bacteroides plebeius
Faecalibacterium prausnitzii
Bacteroides vulgatus
Erysipelotrichaceae_UCG-003 bacterium
Fusicatenibacter saccharivorans
Dorea longicatena
Bacteroides vulgatus
Anaerostipes hadrus
Faecalibacterium prausnitzii
Faecalibacterium prausnitzii
Bacteroides coprocola
Alistipes putredinis
Roseburia inulinivorans
Blautia faecis
Lachnoclostridium edouardi
Bacteroides massiliensis
Megamonas funiformis
Collinsella aerofaciens
Blautia obeum
Bacteroides vulgatus
Bacteroides stercoris
Bacteroides uniformis
Blautia massiliensis
Ruminococcus bromii
Roseburia intestinalis
Prevotella copri
Bacteroides uniformis
Lachnospira pectinoschiza
Prevotella copri
Bacteroides massiliensis
Bacteroides fragilis
Bacteroides uniformis
Dorea formicigenerans
Coprococcus comes
Ruminococcus callidus
Romboutsia sedimentorum
Ruminococcus bromii
Bifidobacterium longum
Bacteroides caccae
Erysipelatoclostridium ramosum
Bacteroides fragilis
Bacteroides uniformis
Fusobacterium mortiferum
Roseburia hominis
Bacteroides fragilis
Blautia stercoris
Holdemanella biformis
Lachnospira pectinoschiza
Parabacteroides merdae
Parabacteroides distasonis
Paraprevotella xylaniphila
Bacteroides uniformis
Bacteroides caccae
Bacteroides massiliensis
Bacteroides thetaiotaomicron
Collinsella aerofaciens
Dialister invisus
Coprococcus catus
Intestinibacter bartlettii
Bacteroides coprocola
Coprococcus eutactus
Terrisporobacter mayombei
Bacteroides fragilis
Bacteroides ovatus
Phascolarctobacterium faecium
Bacteroides vulgatus
Lachnospiraceae_NK4A136_group bacterium
Anaerostipes hadrus
Donghicola eburneus
Clostridium_sensu_stricto_1 butyricum
Akkermansia muciniphila
Flavonifractor plautii
Bacteroides eggerthii
Bacteroides clarus
Hungatella hathewayi
Bifidobacterium longum
Fusobacterium ulcerans
Alistipes shahii
Bacteroides fragilis
Alistipes finegoldii
Alistipes indistinctus
Haemophilus parainfluenzae
Ruminococcus bicirculans
Bacteroides eggerthii
Alistipes obesi
Bacteroides finegoldii
Bacteroides thetaiotaomicron
Turicibacter sanguinis
Bacteroides ovatus
Eisenbergiella tayi
Eggerthella lenta
Sulfitobacter pontiacus
Lachnospiraceae_UCG-001 bacterium
Clostridium_sensu_stricto_1 disporicum
Parabacteroides distasonis
Eggerthella lenta
Odoribacter splanchnicus
Clostridium_sensu_stricto_1 disporicum
Bacteroides caccae
Turicibacter sanguinis
Bacteroides fragilis
Lentilitoribacter donghaensis
Parabacteroides distasonis
Parabacteroides distasonis
Akkermansia muciniphila
Slackia isoflavoniconvertens
Barnesiella intestinihominis
Donghicola eburneus
Anaerostipes caccae
Solobacterium moorei
Phocea massiliensis
Sulfitobacter porphyrae
Cohaesibacter gelatinilyticus
Bacteroides ovatus
Lactobacillus crispatus
Tropicibacter phthalicicus
Bacteroides faecis
Odoribacter splanchnicus
Bacteroides salyersiae
Sutterella wadsworthensis
Adlercreutzia equolifaciens
Bacteroides salyersiae
Negativibacillus massiliensis
Bilophila wadsworthia
Clostridium_sensu_stricto_1 neonatale
Atopobium parvulum
Ruegeria atlantica
Eggerthella lenta
Lactobacillus sanfranciscensis
Rothia mucilaginosa
Alistipes massiliensis
Rothia mucilaginosa
Rhodovarius lipocyclicus
Cloacibacillus porcorum
Rothia mucilaginosa
Meiothermus silvanus
Holdemania filiformis
Kordia algicida
Bacteroides vulgatus
Faecalibacterium prausnitzii
Faecalibacterium prausnitzii
Bacteroides uniformis
Fusicatenibacter saccharivorans
Dorea longicatena
Anaerostipes hadrus
Bacteroides vulgatus
Bacteroides stercoris
Blautia massiliensis
Ruminococcus bromii
Roseburia intestinalis
Alistipes putredinis
Collinsella aerofaciens
Roseburia inulinivorans
Bacteroides coprocola
Blautia obeum
Coprococcus comes
Bacteroides caccae
Bifidobacterium longum
Ruminococcus callidus
Intestinibacter bartlettii
Bacteroides vulgatus
Bacteroides uniformis
Lachnospira pectinoschiza
Bacteroides massiliensis
Bacteroides uniformis
Dorea formicigenerans
Lachnoclostridium edouardi
Parabacteroides distasonis
Ruminococcus bromii
Bacteroides thetaiotaomicron
Blautia faecis
Parabacteroides merdae
Hungatella hathewayi
Bacteroides ovatus
Ruminococcus bicirculans
Coprococcus catus
Fusobacterium mortiferum
Bacteroides massiliensis
Bacteroides finegoldii
Flavonifractor plautii
Bacteroides fragilis
Eggerthella lenta
Alistipes shahii
Erysipelotrichaceae_UCG-003 bacterium
Eggerthella lenta
Bacteroides caccae
Bacteroides fragilis
Parabacteroides distasonis
Erysipelatoclostridium ramosum
Bacteroides plebeius
Alistipes indistinctus
